experiment,reply_size,layers,tau,optimizer,advantage,max_steps,activation,batch_size,totalsteps,exploration,vanish,gamma,hidden_size,train_repeat,batch_norm,seed,rwrdschem,svision,details,tr_count,tr_TR,tr_TT,tr_TS,ts_count,ts_TR,ts_TT,ts_TS,tr_s,ts_s,tr_AR,tr_AS,ts_AR,ts_AS,tr_SMD,tr_SM,tr_RMD,tr_RM,ts_SMD,ts_SM,ts_RMD,ts_RM
141,200000,1,0.0001,adam,max,1000,tanh,128,1000000,0.1,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1125,75936,15644,1000635,113,-9101,461,111011,0.15644444444444444,0.017699115044247787,67.49866666666667,889.4533333333335,-80.53982300884954,982.3982300884957,1000.0,973.2906976744188,-99.9999999999986,-54.69341085271185,1000.0,1000.0,-99.9999999999986,-99.9999999999986
142,200000,1,0.1,adam,max,1000,tanh,128,1000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1097,44907,14628,1000929,110,-4404,429,104041,0.13217866909753875,0.054545454545454536,40.93618960802189,912.4238833181404,-40.03636363636364,945.8272727272728,1000.0,965.1615384615384,-99.9999999999986,-58.054615384614046,1000.0,889.7037037037038,-99.9999999999986,22.140740740742
143,200000,1,0.001,adam,max,1000,tanh,128,1000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1088,24986,14638,1000131,109,-7603,443,106036,0.11488970588235295,0.027522935779816515,22.965073529411764,919.2380514705884,-69.75229357798165,972.8073394495414,1000.0,975.2295719844358,-99.9999999999986,-70.28560311283911,1000.0,1000.0,-99.9999999999986,-99.9999999999986
144,300000,1,0.0001,adam,max,1000,tanh,128,1000000,0.1,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1168,137927,16120,1000727,117,-6206,557,112063,0.20376712328767124,0.042735042735042736,118.08818493150685,856.7868150684932,-53.04273504273504,957.8034188034187,1000.0,918.007326007326,-99.9999999999986,18.08937728937852,1000.0,929.5,-99.9999999999986,-21.52142857142727
145,300000,1,0.1,adam,max,1000,tanh,128,1000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1075,16932,13859,1000674,108,-7501,392,105019,0.1088372093023256,0.027777777777777776,15.750697674418605,930.8595348837207,-69.45370370370371,972.3981481481482,1000.0,1000.0,-99.9999999999986,-99.9999999999986,1000.0,1000.0,-99.9999999999986,-99.9999999999986
146,300000,1,0.001,adam,max,1000,tanh,128,1000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1116,69908,14323,1000912,112,-4608,481,106090,0.15232974910394265,0.05357142857142857,62.6415770609319,896.8745519713261,-41.142857142857146,947.2321428571428,1000.0,944.3458646616541,-99.9999999999986,-19.24661654135211,1000.0,927.0370370370372,-99.9999999999986,-18.629629629628337
147,400000,1,0.0001,adam,max,1000,tanh,128,1000000,0.1,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1147,114912,16503,1000876,115,-8201,554,112018,0.1874455100261552,0.02608695652173913,100.18482999128159,872.6033129904097,-71.31304347826088,974.0695652173912,1000.0,912.0872727272728,-99.9999999999986,32.4276363636376,1000.0,964.4285714285713,-99.9999999999986,-60.72857142857009
148,400000,1,0.1,adam,max,1000,tanh,128,1000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1105,49920,13705,1000791,111,-5604,427,106046,0.13574660633484162,0.045045045045045036,45.17647058823529,905.6932126696832,-50.48648648648647,955.3693693693692,1000.0,930.817843866171,-99.9999999999986,-18.73234200743366,1000.0,893.9642857142858,-99.9999999999986,17.746428571429806
149,400000,1,0.001,adam,max,1000,tanh,128,1000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1100,49990,13151,1000092,111,-5605,411,106054,0.13636363636363635,0.045045045045045036,45.44545454545455,909.1745454545454,-50.4954954954955,955.4414414414416,1000.0,977.66796875,-99.9999999999986,-70.42304687499866,1000.0,963.4814814814816,-99.9999999999986,-59.31111111110978
150,500000,1,0.0001,adam,max,1000,tanh,128,1000000,0.1,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1135,104989,17652,1000108,114,-9200,624,112010,0.1806167400881057,0.017543859649122806,92.50132158590307,881.152422907489,-80.70175438596492,982.5438596491227,1000.0,925.3763837638376,-99.9999999999986,40.30369003690157,1000.0,1000.0,-99.9999999999986,-99.9999999999986
151,500000,1,0.1,adam,max,1000,tanh,128,1000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1094,41938,13201,1000615,110,-7702,412,107029,0.12979890310786105,0.027272727272727268,38.3345521023766,914.6389396709324,-70.01818181818182,972.9909090909093,1000.0,949.3181818181821,-99.9999999999986,-26.749999999998714,1000.0,963.4814814814816,-99.9999999999986,-59.31111111110978
152,500000,1,0.001,adam,max,1000,tanh,128,1000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1086,31998,13246,1000015,109,-7603,405,106036,0.12154696132596685,0.027522935779816515,29.46408839779005,920.8241252302023,-69.75229357798165,972.8073394495414,1000.0,1000.0,-99.9999999999986,-99.9999999999986,1000.0,1000.0,-99.9999999999986,-99.9999999999986
153,100000,1,0.0001,adam,max,1000,tanh,256,1000000,0.1,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1142,104953,20305,1000466,115,-6003,403,110040,0.17950963222416813,0.043478260869565216,91.9028021015762,876.0647985989493,-52.2,956.8695652173913,1000.0,946.9283018867925,-99.9999999999986,-38.089056603772285,1000.0,893.4642857142858,-99.9999999999986,17.796428571429814
154,100000,1,0.1,adam,max,1000,tanh,256,1000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1084,12983,19986,1000169,109,-7604,400,106043,0.10424354243542436,0.027522935779816515,11.976937269372694,922.6651291512917,-69.76146788990826,972.8715596330277,1000.0,982.5215686274513,-99.9999999999986,-70.80117647058687,1000.0,1000.0,-99.9999999999986,-99.9999999999986
155,100000,1,0.001,adam,max,1000,tanh,256,1000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1078,7987,21394,1000130,108,-5307,400,103071,0.10018552875695733,0.04629629629629629,7.409090909090909,927.7643784786644,-49.13888888888889,954.3611111111113,1000.0,986.0118110236219,-99.9999999999986,-71.04212598425062,1000.0,962.0,-99.9999999999986,-57.73846153846018
156,200000,1,0.0001,adam,max,1000,tanh,256,1000000,0.1,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1121,95979,22517,1000207,113,-9102,450,111023,0.17484388938447815,0.017699115044247787,85.61909009812669,892.2453166815343,-80.54867256637169,982.5044247787613,1000.0,968.4517374517377,-99.9999999999986,-31.2081081081068,1000.0,1000.0,-99.9999999999986,-99.9999999999986
157,200000,1,0.1,adam,max,1000,tanh,256,1000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1128,77959,20968,1000408,113,-6903,451,109034,0.15780141843971632,0.035398230088495575,69.11258865248227,886.886524822695,-61.08849557522125,964.9026548672566,1000.0,942.966165413534,-99.9999999999986,-26.62744360902125,1000.0,1000.0,-99.9999999999986,-99.9999999999986
158,200000,1,0.001,adam,max,1000,tanh,256,1000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1067,-2071,22317,1000714,107,-6306,428,103062,0.09184629803186503,0.037383177570093455,-1.9409559512652297,937.8762886597937,-58.934579439252346,963.1962616822432,1000.0,986.4606299212601,-99.9999999999986,-82.89803149606159,1000.0,961.9230769230768,-99.9999999999986,-57.730769230767876
159,300000,1,0.0001,adam,max,1000,tanh,256,1000000,0.1,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1162,146905,20697,1000949,117,-8404,443,114042,0.21256454388984508,0.02564102564102564,126.42426850258177,861.4018932874353,-71.82905982905983,974.7179487179487,1000.0,951.5361216730037,-99.9999999999986,-30.51482889733709,1000.0,964.9642857142856,-99.9999999999986,-60.78214285714152
160,300000,1,0.1,adam,max,1000,tanh,256,1000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1129,91967,20003,1000321,113,-8002,426,110022,0.17006200177147918,0.02654867256637168,81.45881310894598,886.0239149689992,-70.81415929203541,973.6460176991153,1000.0,938.4569288389513,-99.9999999999986,-11.448689138575508,1000.0,963.1851851851852,-99.9999999999986,-59.28148148148014
161,300000,1,0.001,adam,max,1000,tanh,256,1000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1074,4930,22020,1000696,108,-4209,420,102098,0.0977653631284916,0.05555555555555555,4.590316573556797,931.7467411545624,-38.97222222222222,945.3518518518518,1000.0,977.40234375,-99.9999999999986,-74.30273437499864,1000.0,927.4074074074074,-99.9999999999986,-18.666666666665364
162,400000,1,0.0001,adam,max,1000,tanh,256,1000000,0.1,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1165,162915,21661,1000849,117,-8405,474,114052,0.2257510729613734,0.02564102564102564,139.8412017167382,859.0978540772533,-71.83760683760684,974.8034188034187,1000.0,951.4828897338404,-99.9999999999986,-15.300380228135614,1000.0,1000.0,-99.9999999999986,-99.9999999999986
163,400000,1,0.1,adam,max,1000,tanh,256,1000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1131,93989,22279,1000105,114,-5903,536,109034,0.17152961980548187,0.04385964912280702,83.1025641025641,884.2661361626879,-51.780701754385966,956.438596491228,1000.0,921.1102941176473,-99.9999999999986,7.1536764705894855,1000.0,931.551724137931,-99.9999999999986,-24.189655172412486
164,400000,1,0.001,adam,max,1000,tanh,256,1000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1079,19950,21677,1000491,108,-7505,437,105052,0.11121408711770156,0.027777777777777776,18.48934198331789,927.2391102873033,-69.49074074074075,972.7037037037036,1000.0,988.2204724409448,-99.9999999999986,-83.07401574803013,1000.0,1000.0,-99.9999999999986,-99.9999999999986
165,500000,1,0.0001,adam,max,1000,tanh,256,1000000,0.1,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1178,177932,22626,1000677,118,-8503,569,115036,0.2359932088285229,0.025423728813559324,151.04584040747028,849.4711375212224,-72.05932203389831,974.8813559322034,1000.0,941.296992481203,-99.9999999999986,-7.6635338345852055,1000.0,1000.0,-99.9999999999986,-99.9999999999986
166,500000,1,0.1,adam,max,1000,tanh,256,1000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1128,93953,21393,1000469,113,-9101,495,111015,0.17198581560283688,0.017699115044247787,83.29166666666667,886.9406028368794,-80.53982300884954,982.4336283185839,1000.0,928.2481481481482,-99.9999999999986,-0.2322222222209483,1000.0,1000.0,-99.9999999999986,-99.9999999999986
167,500000,1,0.001,adam,max,1000,tanh,256,1000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,n,1077,14928,22014,1000711,108,-5306,460,103063,0.10677808727948004,0.04629629629629629,13.860724233983287,929.1652739090064,-49.12962962962962,954.2870370370372,1000.0,966.2972972972972,-99.9999999999986,-54.15868725868593,1000.0,926.3333333333336,-99.9999999999986,-18.55925925925796
168,100000,1,0.0001,adam,max,1000,tanh,10,1000000,0.1,0.75,0.99,100,2,False,4917,"[-10, 1000, -0.1]",180,n,25186,24801906,8161,1000936,2519,2259330,1279,266699,0.9887238942269516,0.9075029773719728,984.7497022155163,39.74176129595807,896.9154426359668,105.87495037713379,13.0,100.00159235668792,998.7,938.646337579618,14.5,173.88888888888889,998.55,819.9126984126988
169,100000,1,0.001,adam,max,1000,tanh,10,1000000,0.01,0.75,0.99,100,2,False,4917,"[-10, 1000, -0.1]",180,n,51072,50769000,8541,1000000,5108,4952303,1035,196964,0.9960252192982456,0.9733750978856696,994.0671992481205,19.580200501253127,969.5189898198904,38.55990602975725,10.0,13.520810810810811,999.0,996.6479189189188,12.0,19.001620745542947,998.8,991.0766072393301
170,100000,1,0.0001,adam,max,1000,tanh,32,1000000,0.1,0.75,0.99,100,2,False,4917,"[-10, 1000, -0.1]",180,n,42573,42310999,10555,1000002,4258,3974504,1498,304955,0.9961947713339441,0.9405824330671676,993.8458412608928,23.48911281798323,933.4203851573508,71.61930483795209,10.0,15.58956944357904,999.0,996.2602218206742,11.0,29.387297633872976,998.9,979.6266500622664
171,100000,1,0.001,adam,max,1000,tanh,32,1000000,0.01,0.75,0.99,100,2,False,4917,"[-10, 1000, -0.1]",180,n,10439,9764956,10309,1000439,1044,839189,879,198102,0.9450138902193695,0.8227969348659003,935.4302136219943,95.83667017913594,803.8208812260536,189.75287356321843,15.0,95.969013006886,998.5,934.9325554705432,16.0,151.11832061068702,998.4,847.4835877862598
172,100000,1,0.0001,adam,max,1000,tanh,10,1000000,0.1,0.75,0.99,100,4,False,4917,"[-10, 1000, -0.1]",180,n,34902,34583000,13064,1000000,3491,3108069,1642,379308,0.9937252879491146,0.9011744485820682,990.8601226290756,28.65165320038966,890.3090804926958,108.65310799197935,9.0,23.09091748200111,999.1,992.7065995938713,10.0,56.71152073732718,999.0,947.3242396313364
173,100000,1,0.001,adam,max,1000,tanh,10,1000000,0.01,0.75,0.99,100,4,False,4917,"[-10, 1000, -0.1]",180,n,9676,9112903,13719,1000963,968,676703,1175,272968,0.9521496486151302,0.7272727272727273,941.8047747002893,103.44801570897064,699.073347107438,281.99173553719015,11.0,67.13256561328335,998.9,965.9701928227104,13.0,191.72994652406413,998.7,799.0088235294121
174,100000,1,0.0001,adam,max,1000,tanh,32,1000000,0.1,0.75,0.99,100,4,False,4917,"[-10, 1000, -0.1]",180,n,36582,36217910,17058,1000891,3659,3260440,1715,395591,0.9927833360669182,0.9018857611369226,990.0472910174402,27.36020447214477,891.0740639518996,108.11451216179285,9.0,20.536039360393605,999.1,993.1083476834773,11.0,46.56920556920557,998.9,959.3070434070434
175,100000,1,0.001,adam,max,1000,tanh,32,1000000,0.01,0.75,0.99,100,4,False,4917,"[-10, 1000, -0.1]",180,n,4267,3547940,18616,1000593,427,225364,793,186359,0.8549332083430982,0.5714285714285714,831.4834778532927,234.49566440121865,527.7845433255269,436.4379391100703,15.0,254.37055837563446,998.5,796.8979695431474,19.0,461.4444444444445,998.1,499.3101010101017
176,100000,1,0.0001,adam,max,1000,tanh,10,1000000,0.1,0.75,0.99,100,8,False,4917,"[-10, 1000, -0.1]",180,n,59184,58971999,24744,1000004,5919,5516154,1856,418456,0.9981075966477426,0.9390099678999831,996.4179339010544,16.896526088131928,931.9401926001013,70.697077208988,9.0,11.551771935498776,999.1,998.105553758721,10.0,25.197228637413396,999.0,982.2377829099306
177,100000,1,0.001,adam,max,1000,tanh,10,1000000,0.01,0.75,0.99,100,8,False,4917,"[-10, 1000, -0.1]",180,n,7780,7242982,26114,1000172,779,468135,1190,288648,0.9438303341902312,0.637997432605905,930.9745501285347,128.55681233933166,600.9435173299103,370.5365853658536,14.0,99.46846489488298,998.6,946.0230067433556,15.0,273.38188976377955,998.5,708.8822834645674
178,100000,1,0.0001,adam,max,1000,tanh,32,1000000,0.1,0.75,0.99,100,8,False,4917,"[-10, 1000, -0.1]",180,n,17154,16749901,33005,1000982,1716,1229485,1790,455150,0.9822781858458668,0.7430069930069929,976.4428704675296,58.35268741984377,716.4831002331002,265.2389277389277,10.0,59.15135773317593,999.0,973.069515938607,11.0,178.40941176470588,998.9,812.7472941176476
179,100000,1,0.001,adam,max,1000,tanh,32,1000000,0.01,0.75,0.99,100,8,False,4917,"[-10, 1000, -0.1]",180,n,1319,325982,38799,1000179,132,-11,467,120120,0.32297194844579225,0.09090909090909093,247.1432903714936,758.2858225928734,-0.08333333333333333,910.0,1000.0,875.2237762237762,-99.9999999999986,76.81328671328788,1000.0,897.3448275862069,-99.9999999999986,13.713793103449529
180,100000,1,0.0001,adam,max,1000,tanh,10,1000000,0.1,0.75,0.99,100,16,False,4917,"[-10, 1000, -0.1]",180,n,31286,30980988,49904,1000118,3129,2645398,1857,466016,0.9934475484242152,0.8603387663790348,990.250847024228,31.96695007351531,845.4451901565996,148.9344838606584,9.0,32.22139175257732,999.1,986.210850515464,10.0,71.5032175032175,999.0,931.0736164736163
181,100000,1,0.001,adam,max,1000,tanh,10,1000000,0.01,0.75,0.99,100,16,False,4917,"[-10, 1000, -0.1]",180,n,1405,441937,60492,1000624,141,-912,496,129126,0.38576512455516015,0.0851063829787234,314.5459074733096,712.1879003558719,-6.468085106382978,915.7872340425532,1000.0,721.8991354466859,-99.9999999999986,296.68616714697487,1000.0,890.3888888888887,-99.9999999999986,22.072222222223463
182,100000,1,0.0001,adam,max,1000,tanh,32,1000000,0.1,0.75,0.99,100,16,False,4917,"[-10, 1000, -0.1]",180,n,5985,5407933,88889,1000663,599,201633,1996,363666,0.9203007518796992,0.3973288814691152,903.5811194653301,167.19515455304932,336.6160267111853,607.1218697829718,172.5,407.724025974026,982.75,668.6431818181823,1000.0,717.4920634920635,-99.9999999999986,213.9650793650804
183,100000,1,0.001,adam,max,1000,tanh,32,1000000,0.01,0.75,0.99,100,16,False,4917,"[-10, 1000, -0.1]",180,n,1480,576989,98748,1000106,149,-617,742,136173,0.4574324324324324,0.08724832214765099,389.85743243243246,675.7472972972973,-4.1409395973154375,913.9127516778523,1000.0,749.1014925373132,-99.9999999999986,289.2689552238815,1000.0,887.3142857142857,-99.9999999999986,25.554285714286948
184,100000,1,0.001,adam,max,1000,tanh,32,1000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,zombie agent,3267,2458993,7644,1000064,327,155191,842,158081,0.783287419651056,0.5229357798165137,752.6761554943373,306.1108050198958,474.5902140672783,483.42813455657495,24.0,358.60601719197706,997.6,697.6637535816623,1000.0,527.1549295774648,-99.9999999999986,426.1577464788739
185,100000,1,0.001,adam,max,1000,tanh,32,1100000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,zombie agent,52455,52048999,7165,1100004,5246,5110636,885,183634,0.994357067963016,0.9776972931757528,992.2600133447716,20.970431798684587,974.1967213114754,35.00457491422036,11.0,15.056005693638456,998.9,996.1950454396144,12.0,17.790481400437642,998.8,993.2975382932167
186,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,zombie agent,117439,116838999,14789,2000005,11744,11490516,1981,354834,0.9965939764473472,0.9814373297002724,994.8909561559618,17.03016033855874,978.4158719346048,30.214066757493192,10.0,11.095151447908576,999.0,998.6242028181515,11.0,15.088972709119147,998.9,994.9410694475259
187,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,"A*,180,FR,E186",58923,20762999,4871,500001,5893,2259782,597,62172,0.3532236987254553,0.3845240115391142,352.37511667769803,8.485667735858662,383.4688613609367,10.55014423892754,7.0,7.515346267043066,-0.4,364.6758183674695,9.0,9.00720288115246,-0.6,384.45342136854737
188,100000,1,0.001,adam,max,1000,tanh,32,1100000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,"A*,180,FR,SCRCH",142951,35777999,11382,1100001,14296,3669726,1385,142737,0.25105105945393874,0.2576944599888081,250.2815580163833,7.694951416919084,256.6959988808058,9.984401231113598,7.0,7.409964163500661,-0.6,254.37176730525692,9.0,9.28952329652572,-0.7999999999999999,254.92884460005382
194,100000,1,0.001,adam,max,1000,tanh,32,1100000,0.02,0.75,0.99,100,1,False,1111,"[-10, 1000, -0.1]",180,zombie agent,20927,20368981,7420,1100187,2093,1868353,1067,226470,0.9785922492473836,0.9034878165312948,973.3349739570888,52.57260954747456,892.6674629718108,108.20353559483995,9.0,28.65826213794541,999.1,987.8614086267974,11.0,55.37981269510927,998.9,950.757544224766
195,100000,1,0.001,adam,max,1000,tanh,32,1100000,0.02,0.75,0.99,100,1,False,4444,"[-10, 1000, -0.1]",180,zombie agent,3217,2265969,6935,1100308,322,137014,671,169857,0.7385763133354056,0.4782608695652174,704.3733291886851,342.0292197699721,425.50931677018633,527.5062111801242,19.0,315.6784897025172,998.1,740.7433638443939,1000.0,528.6477272727273,-99.9999999999986,424.4079545454553
196,100000,1,0.001,adam,max,1000,tanh,32,1100000,0.02,0.75,0.99,100,1,False,5423,"[-10, 1000, -0.1]",180,zombie agent,11279,10581925,7206,1100748,1128,911288,955,207114,0.9479563791116232,0.8262411347517731,938.1970919407747,97.59269438780035,807.8794326241135,183.6117021276596,11.0,86.08276077451593,998.9,944.8583073079327,12.0,110.18691588785046,998.8,889.2928348909658
197,100000,1,0.001,adam,max,1000,tanh,32,1100000,0.02,0.75,0.99,100,1,False,6654,"[-10, 1000, -0.1]",180,zombie agent,53427,53131999,7077,1100004,5343,5187803,980,201964,0.9965373313118836,0.9747332959011792,994.4784285099297,20.588915716772426,970.9532098072244,37.799737974920454,10.0,14.063564305804142,999.0,997.0595090769624,11.0,19.598159509202453,998.9,990.3714723926379
198,100000,1,0.001,adam,max,1000,tanh,32,1100000,0.02,0.75,0.99,100,1,False,9111,"[-10, 1000, -0.1]",180,zombie agent,9447,8623924,7084,1100756,945,726347,879,206526,0.9245263046469778,0.7904761904761904,912.8743516460253,116.51910659468616,768.6211640211641,218.54603174603176,10.0,107.49550956657556,999.0,923.2606013276063,12.0,169.0,998.8,823.566926070039
199,100000,1,0.001,adam,max,1000,tanh,32,1100000,0.02,0.75,0.99,100,1,False,1122,"[-10, 1000, -0.1]",180,zombie agent,32387,31968998,7189,1100012,3239,3007972,1089,250274,0.9904900114243368,0.9364001234949059,987.093525179856,33.964615432117824,928.6730472368016,77.26891015745599,12.0,19.253183153770813,998.8,994.5067510843712,13.0,24.941258741258746,998.7,986.3170629370627
200,100000,1,0.001,adam,max,1000,tanh,32,1100000,0.02,0.75,0.99,100,1,False,1337,"[-10, 1000, -0.1]",180,zombie agent,36409,35954999,7345,1100004,3641,3465799,1004,202004,0.990551786646159,0.9574292776709696,987.5305281661128,30.21242000604246,951.8810766273002,55.48036253776435,11.0,28.326889460154238,998.9,986.8845347043699,12.0,35.626927029804726,998.8,973.8268242548818
201,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,1111,"[-10, 1000, -0.1]",180,zombie agent,3698,1826982,13804,2000176,370,83888,1127,261118,0.5481341265548946,0.2972972972972973,494.04597079502435,540.8804759329367,226.7243243243244,705.7243243243244,870.0,556.6811111111111,913.0000000000008,458.77633333333404,1000.0,771.5824175824176,-99.9999999999986,153.6109890109901
202,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,4444,"[-10, 1000, -0.1]",180,zombie agent,107689,107350000,12588,2000000,10769,10610741,1399,302587,0.9987092460697008,0.9881140310149504,996.8520461699896,18.57199899711205,985.3042065187112,28.097966384993963,15.0,15.89127256547165,998.5,997.9977021357739,16.0,21.79599618684461,998.4,991.7829043533524
203,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,5423,"[-10, 1000, -0.1]",180,zombie agent,14877,13384999,12903,2000009,1488,1167455,1246,305444,0.9131545338441892,0.8051075268817204,899.7108960139814,134.43631108422395,784.5799731182796,205.2715053763441,10.0,74.51654247391953,999.0,944.8583308494783,12.0,103.66666666666669,998.8,897.3714285714287
204,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,6654,"[-10, 1000, -0.1]",180,zombie agent,47717,46756987,13322,2000130,4772,4419838,1619,381615,0.9840727623278916,0.9341994970662196,979.8811115535344,41.916507743571465,926.2024308466052,79.96961441743504,11.0,76.4857099189974,998.9,956.1295124560601,12.0,161.3618320610687,998.8,832.7187786259543
205,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,9111,"[-10, 1000, -0.1]",180,zombie agent,51572,50449999,12953,2000006,5158,4788358,1634,386415,0.9821220817497868,0.9358278402481582,978.2439889862717,38.7808500736834,928.336176812718,74.91566498642884,9.0,34.592897118772896,999.1,980.3726732536444,11.0,62.08143547273982,998.9,942.032022084196
206,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,1122,"[-10, 1000, -0.1]",180,zombie agent,135688,135163999,12819,2000008,13569,13329354,1666,346457,0.9976121690938036,0.9848920333112241,996.138192028772,14.739755910618474,982.3387132434224,25.532979585820627,9.0,9.826176672889847,999.1,998.899469391766,10.0,12.437610532521123,999.0,996.5947140892121
207,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,1337,"[-10, 1000, -0.1]",180,zombie agent,145916,145547980,12986,2000192,14592,14462132,1411,278680,0.9988486526494696,0.9930098684210528,997.4778639765344,13.707831903286822,991.1000548245613,19.09813596491228,10.0,11.439673316251831,999.0,998.2841073389458,11.0,12.87145471180238,998.9,997.5692131747484
208,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,1111,"[-100.0, 1000.0, -0.1]",180,With Punishment,52786,-110000,5893,500002,5279,-4012,661,50129,0.0,0.00018942981625307825,-2.0838858788315084,9.472246428977384,-0.7599924228073499,9.49592725895056,9.0,9.413735974094434,-0.8999999999999999,-0.9413735974094436,9.0,9.560571858540255,-0.8999999999999999,-0.9560571858540255
209,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,4444,"[-100.0, 1000.0, -0.1]",180,With Punishment,58157,-119000,5933,500001,5816,-7983,529,49831,1.719483467166463e-05,0.0,-2.0461853259280907,8.597434530666987,-1.3725928473177442,8.567916093535075,8.0,8.644882434301524,-0.7999999999999999,-1.2102697095435684,7.0,8.584657912923289,-0.7,-0.8584657912923291
210,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,5423,"[-100.0, 1000.0, -0.1]",180,With Punishment,48817,-65000,6037,500005,4882,-11003,529,50038,0.0,0.0,-1.3315033697277587,10.242436036626586,-2.2537894305612456,10.249487914789023,9.0,10.276389345609998,-0.8999999999999999,-1.0276389345609998,9.0,10.158586688578472,-0.8999999999999999,-1.0158586688578473
211,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,6654,"[-100.0, 1000.0, -0.1]",180,With Punishment,54368,-77000,6031,500003,5437,-8000,518,50000,7.357268981753975e-05,0.0001839249586168843,-1.4162742789876397,9.19664140670983,-1.4713996689350746,9.196247930844216,8.0,9.20026495915213,-0.7999999999999999,-0.9200264959152132,8.0,9.259749816041207,-0.7999999999999999,-0.9259749816041208
212,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,9111,"[-100.0, 1000.0, -0.1]",180,With Punishment,52570,-82000,5543,500008,5258,-10999,471,49993,1.9022256039566293e-05,0.0001901863826550019,-1.559824995244436,9.511280197831463,-2.0918600228223663,9.50798782807151,9.0,9.559226122199279,-0.8999999999999999,-1.1088628890418293,9.0,9.495798319327733,-0.8999999999999999,-0.9495798319327732
213,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,1122,"[-100.0, 1000.0, -0.1]",180,With Punishment,55712,-546000,5858,500002,5572,-1009108,529,51089,0.0004487363584147042,0.0003589375448671931,-9.80040206777714,8.974763067202758,-181.10337401292176,9.168880114860016,8.0,8.92701563950582,-0.7999999999999999,-0.8927015639505822,8.0,8.837375178316691,-0.7999999999999999,-0.8837375178316691
